article,comment,created,likes,dislikes
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Ich stelle mir den mal den potentiellen Audi, VW oder Porsche Käufer vor, wenn der seinen Verkäufer fragt, wo er denn sein neues Auto schnell und zuverlässig laden kann und der Verkäufer sagt ihm, dass er sich nur bei Tesla registrieren muss und schon funktioniert das.
Wie der Käufer sich dann vorkommt?",2021-11-05T12:48:39,3,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Nö. Der lädt jetzt schon Plug und Charge bei ionity...
Und bei Tesla muss er mit ner App rumhantieren. ... 
Und wenn keine Verbindung da ist gehts nicht usw... Ist doch voll kompliziert und aufwändig...

Ansonsten nimmt er Jucr. Flat für 99€ im Monat inkl. ionity...",2021-11-05T16:22:11,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Du hast echt viel Fantasie bzw. gar keine. 
Wie oft hast du bisher wo deinen Audi geladen? 

IT  und Apps sind überhaupt nicht dein Ding? 

ionity  in Rostock ?  An welche der hundert Ladesäulen?
In Berlin auch genau Null. 

Also wie immer, voller Hingabe mit Fakten nicht um sich zu werfen.",2021-11-05T16:29:56,2,1
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Den Audi lad ich beim Audi Händler.
Den ID.4 beim VW-Händler.
Den Citigo beim Skoda Händler.
Und das EBike beim Rathaus.

Und du kennst den Unterschied zwischen Ernst und anderem nicht mehr.
Ist ja wie wenn ein Elefant durch Berlin marschiert... 🤪

Die TeslaEnthusiasten sagen doch immer das nur Plug und Charge das wahre ist. Und App oder Karte so kompliziert.
Und warum sollte ich in Rostock laden? Was soll ich da? Hast da ein PV - Lädchen?

Und das der Taycan Plug und Charge an ionity kann ist Fakt
Und das der Tarif bei Jucr 99€/Monat kostet ist auch Fakt
Und das man an den SuC mit nem Porsche dann mit ner App hantieren muss ist auch Fakt.

Siehste mal, 3 Fakten. Und du?
Beschäftigst dich lieber damit an meiner Person rumzunölen.
Scheint bei dir so ein Zwang zu sein. Wenn du Spaß dran hast.
Du könntest aber auch mal was argumentativ bringen.",2021-11-05T16:40:41,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"<blockquote>Nö. Der lädt jetzt schon Plug und Charge bei ionity...
Und bei Tesla muss er mit ner App rumhantieren. ... 
Und wenn keine Verbindung da ist gehts nicht usw... Ist doch voll kompliziert und aufwändig...
Ansonsten nimmt er Jucr. Flat für 99€ im Monat inkl. ionity.</blockquote>

Ich mag dich so, weil du ein typischer User bist, damit musst Du wohl dann leben. Deine Andeutungen sind wie immer total wirres Zeug.  Aber es wäre ja echt schlimm, wenn sich das ändern würde. 

Extra für dich , habe ich deinen ganzen Beitrag kopiert, weil Du ja dazu neigst, den Kontext deiner eigenen Worte zu vergessen. Oder ist das Programm? 

Unschwer stellt jeder Leser fest, dass du eine App für ungeeignet hältst und ausschließlich  Plug und Charge <u>genau dieses</u> Anbieters  für die einzig zuverlässige Art des Ladens hier anführst. 

Sicher muss ich dir jetzt nicht ausführten, wie oft Audi Kunden an dem System gescheitert sind und wie oft der Support des Anbieters scheitert.  

Fakt bleibt immer noch, dass der Anbieter keineswegs in der Fläche ein Angebot hat, ganz im Gegensatz zu Tesla. 

Dass diese Art des Ladens wünschenswert ist, steht ja nicht zur Diskussion, denn das bietet Tesla ja seit 2014 in Europa an. 

Die App ist eine ""Krücke"", da stimme ich dir sogar zu, aber anders als der Murks diverser Anbieter, funktioniert sie bestens und wird, sofern Tesla sie ausrollt alles andere zerstören. 

Oder ich frage dich, denn du bist ja der zweitbeste Experte hier: 

Wie sollte Tesla mit  BEV des frühen 19. Jahrhundert ( IT und Software der VW bis Audi ) anders kommunizieren?  

Deine Art der Argumentation ist nicht neu und nicht mal kreativ.  Solange du versuchts ""Fakten"" umzudeuten oder gar zu verdrehen, machst du dich nur  noch unglaubwürdiger. 

<u><b>Ich mache dir noch mal ein allerletztes Angebot : </b></u>

Du schreibt deine wirklichen Bedenken, Kritiken und Hinweise auf und ich diskutiere mit dir ernsthaft, so weit das für mich fachlich möglich ist. 

# Ich gebe es ja offen zu, die meisten Fans hier  geben mir so gar nix. Selbst wenn ich eine konkrete Frage habe, kommt eher wenig.  Ich vermute schon fast, dass die meisten gar keinen Tesla besitzen.  Aber ich bin auch ein echt misstrauischer Mensch. 

# Es gilt für alle hier, mich kann jeder real treffen, ich habe gar nix zu verbergen. Hier eine Rolle zu spielen, wäre mir nicht nur zu doof, sondern viel zu anstrengend.",2021-11-05T17:09:11,3,1
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Du scheinst dich gern mit meiner Person zu beschäftigen.  Scheint wirklich ein Problem bei dir zu sein. Ich geb dir nen Typ. Les dich meine Kommentare nicht mehr wenn sie dir so nahe gehen.
Du scheinst den Post auf den ich geantwortet habe wohl nicht gelesen zu haben. Deswegen scheinst du den Zusammenhang nicht zu erkennen. Oder du erkennst ihn zwar, willst es aber wegen deines persönlichen Problems nicht.
Nun, da solltest du dir helfen lassen oder einfach versuchen jemand anderen zu finden den du glaubst malträtieren zu können. 
Deswegen schlage ich vor du lest die obigen Post nochmals durch. Vielleicht kannst du dann den Zusammenhang erkennen.

Und gottseidank kommt zum wiederholten Male der allerletzte Vorschlag von dir. Wenns bloß mal der allerletzte wäre würde es ja schon sein. 
Obgleich ichs nicht glaube. 
Daher werd ich dir jetzt wieder ne zeitlang nicht antworten
Du darfst dich in der Zeit natürlich abmühen mir auf deine gönnerhaft und schmeichlerische Art  zu erklären was du für ähmm. ja was eigentlich? 

Na gut. Jedenfalls hab ich weder die Zeit noch die Buntstifte um dir alles zu erklären.",2021-11-05T19:06:13,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Außer mich  beleidigen  zu wollen kommt nix.  

Ich stimme dir sogar zu, es war eindeutig ein Versuch zu viel.
Ab jetzt konzentriere ich mich darauf, den Inhalt und  Mehrwert deine Beiträge für andere zu offenbaren. 
Deshalb bekommt du auch einen neuen Namen von mir : Der Schaumschläger",2021-11-06T10:05:44,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Ich gehe mal davon aus, sollte sich die Öffnung für Tesla positiv entwickeln, werden neue V4 Charger dann längere Kabel bekommen.",2021-11-05T07:56:44,3,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Funktioniert aber nur, wenn sie einziehbar sind, wie ein Tankschlauch bei der Zapfsäule.... oder sie haben eine sehr hohe Aufhängung.",2021-11-05T11:43:02,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"So wie bei ionity vielleicht?
Da werden sich bei Tesla schon welche Gedanken machen.",2021-11-05T16:15:11,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Die Begeisterung dieser Leute, spricht Bände.",2021-11-05T07:27:03,3,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Sehe ich auch so... keinen Tesla fahren zu müssen, und dennoch am SuC laden zu können... 👍


Das belebt hoffentlich dann auch das Ladegeschäft/-wettbewerb in Deutschland, sobald es bei uns verfügbar ist... das rechne ich Tesla/Musk schon hoch an... OK, verdienen ja auch dran :)",2021-11-05T07:35:40,4,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Sehr gut, spült einen Haufen Geld in die Tesla Kasse. Vielen Dank an die VW und Audi Fahrer und Ionity.",2021-11-05T07:44:06,4,1
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Macht sich bestimmt auch sehr gut, wenn der VW-/Audi-/BMW-/Mercedes-Händler sagt, man soll sich bei Tesla registrieren um am Supercharger laden zu können.",2021-11-05T08:36:42,7,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,das übernehmen bestimmt schon genügend YouTuber...siehe oben....,2021-11-05T11:38:06,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Das denk ich weniger. Wieso sollt ich mehr zahlen und von der AB abfahren?
Als Fallback vielleicht.
Warum laden Teslas denn an ionity oder EnBW?",2021-11-05T16:17:17,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Weil Tesla sein SuC Netz Dank passend erlassener Gesetze in Deutschland kaum ausgebaut hat.

Nun macht Tesla die Not zur Tugend und dreht den deutschen OEMs schon wieder eine Nase. 😉",2021-11-05T19:00:02,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Ich vermute, TESLA könnte jederzeit steuern, wie hoch der Anteil der Ladesäulen am Ladesäulenstandort ist, der durch Fremdlader genutzt werden kann. Über die App könnte ja dem Fremdlader zugewiesen werden, welche der Säulen er bitte nutzen soll (und dann auch nur kann).

Insofern sehe ich kein Problem für TESLA-Fahrer.


Was mich viel mehr interessieren würde und ich sehr spannend finde:
Wir sehen jetzt (als Pilotprojekt) die Öffnung in Richtung Nutzer. Werden wir auch eine Öffnung in Richtung Anbieter sehen?
Also könnten sich Kommunen/Unternehmensstandorte/Parkhausbetreiber/Ferienanlagen.... in das System einklinken? Sie bringen die frequentierten Standorte. TESLA bringt Hardware und Abrechnung. Es gibt eine Umsatzteilung. Vor Ort läuft es unter dem Namen des Parkhausbetreibers etc. ""powerd by TESLA"". Die Nutzerseite nutzt das Ganze dann über die TESLA-App.",2021-11-05T09:16:59,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Alles schön und gut.... denke aber, dass es Streit provozieren wird, wenn Teslafahrer warten müssen, bis 'Fremdmarken' einen Platz frei gemacht haben.",2021-11-05T07:50:55,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Was soll man da streiten? Sie bezahlen ja fürs laden.
Ich weiß natürlich was du meinst. Aber da muss Tesla mal zusehen, wie sie Ihre Supercharger umgestaltet, damit keine Plätze frei bleiben müssen.",2021-11-05T07:54:12,1,1
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Warum soll Tesla umbauen? Wenn das Fremdfabrikat Laden möchte ohne andere einzuschränken, sollen die sich gefälligst Verlängerungskabel besorgen.
Am Ende behauptet noch jemand das Tesla seine Autos falsch baut.....",2021-11-05T10:37:59,4,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Verlängerungskabel für einen Supercharger? ;)
Tesla hat alles richtig gebaut, allerdings nur für Teslas.
Wenn der Elon zur Ladeparty lädt, dann muss auch für alle Gäste einen Platz anbieten *g*
Schön das du mal wieder schreibst :)",2021-11-05T14:13:45,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Richtig. Tesla hat einen Standard nach dem sich die anderen richten können. Wenn VW, Audi, BMW und Daimler auch in den Genuss kommen wollen gut und zuverlässig laden zu können, dann richtet man sich a) nach dem Tesla Standart, oder, b) baut auch Ladestationen a la Tesla auf.
Danke, habe es etwas ruhiger angehen lassen.",2021-11-05T14:34:20,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Das halte ich für schlicht unmöglich, dass sich genannte Unternehmen an Tesla-Standard ausrichten werden. DIe waren vor kurzen doch noch der Meinung, dass Ladeinfrastruktur nicht zu ihren Aufgabenbereich gehört. Jeder von Ihnen hält doch seine Ladeportposition für die beste Lösung. DIe Erwartungshaltung der Kunden ist doch, dass sie mit ihrem Auto an die Ladesäule fahren können und bequem den Stecker in den Ladeport bekommen und los gehts.
Jaja, ich weiß das es Planungen gibt nur bestimmte Stalls für Fremdfahrzeuge freizugeben. Aber die Balance zwischen Mission und eigene Kunden zu wahren ist da nicht so einfach. Ich glaube ich habe Verlustängste *g*",2021-11-05T15:13:24,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,gibt es überhaupt Verlängerungskabel für Schnelllader?,2021-11-05T11:40:18,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,Sicher gibt es für Typ2 Verlängerungskabel. Habe selber eines im Auto (wenn auch noch nie gebracht :-) ),2021-11-05T12:06:28,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Offiziell sind Verlängerungskabel an Ladesäulen nicht erlaubt. Warum?
Die Steckverbindung ist nicht miteinander verriegelt und überwacht.  Man kann also jederzeit die Steckverbindung auch unter Last auseinanderziehen. 
Des weiteren können durch steigende Übergangswiderstände die Ausgangsleistung falsch berechnet werden.
Und dann noch die Haftung. 
Du verlängert mit deinem Kabel, bei Regen dringt Wasser in die Verbindung und der danebenstehende wirft sich mit 3 Saltos in den Graben.  Viel Spaß dann. 
Nein, es ist richtig das es nicht erlaubt ist.  Besonders bei 400V und 250kW.
Da laufen Ströme von bis zu 600A.... Das ist mehr als kribbeln....",2021-11-05T16:50:02,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,Nein. Verboten. Was China Leutchen anbieten.... 🙈🙈,2021-11-05T16:50:33,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Kann ich nicht sagen. Aber können die VW überhaupt schnell? Ich weiß, ketzerisch....",2021-11-05T12:22:16,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Schnellladerkabel kann man nicht durch Dranstecken verlängern, da sie intern eine Kühlung haben, die nicht mehr gewährleistet ist, wenn man einfach was dranhängt.",2021-11-05T12:05:08,0,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,es gibt ja auch noch die ohne Kühlung....eben langsamer....,2021-11-05T12:09:35,1,0
Erste Tests mit fremden Elektroautos an offenem Tesla-Supercharger > teslamag.de,"Die Wallboxen und Lader, die ich alle kenne, kann man nicht verlängern, da die Pins so verbaut sind, dass zumindest einer zu kurz ist. Die Länge der Verbauten Kabel ist ja Voraussetzung für den Querschnitt etc, damit keine zu große Wärme entsteht. Ich weiß nicht, wie es bei allen aussieht, aber bei unseren 11kW Wallboxen ist das schon der Fall.",2021-11-05T12:58:52,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Das hab ich eh nie verstanden warum Ladesäulen immer am Rand einer Aussenkannte stehen und nicht mittig.

So kann 1 Ladekabel an 4 Stellplätzen genutzt werden. Sprich. Es darf von 3 Autos 1 Säule zugeparkt sein und man kommt trotzdem noch ran. Das würde auch dieses Problem hier lösen.",2022-06-02T07:51:40,5,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,Dann braucht man aber auch 4 Parkplätze für einen Ladepunkt.,2022-06-02T10:06:16,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Meistens sieht das so aus.

Parkplatz mit 40 Plätzen und an 2-6 am Rand sind Säulen.

Oder AC Säulen würde ich immer im Abstand von 4 Plätzen machen und nich von 2.

So kann man auch vom 2 und 3 Platz mit einem 7.5m Kabel laden wenn die Hauptplätze an der Säule zugeparkt sind oder der Ladevorgang beendet ist und der Stecker entriegelt.",2022-06-02T10:50:38,2,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Bei AC-Plätzen bin ich bei dir, da flexibler und weit weniger Kosten. 
Aber ich denke, dass die Säulen wegen den Zuleitungen bevorzugt am Rand stehen, da man hier nicht den Bodenbelag aufreissen muss, quer über den Parkplatz. Oder wegen Sicherheitsbedenken, da mittige Säulen eher an/umgefahren werden. Auch bei der Schneeräumung schwieriger. 
Die Post hier in meiner Stadt hat das so, wie von dir beschrieben, um ihre Fahrzeuge zu laden.",2022-06-03T07:06:43,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Tesla könnte einfach Verlängerungskabel verkaufen für Fremdlader, damit wäre das Problem gelöst",2022-06-02T11:21:43,2,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Ist auf jeden Fall kein schlechter Gedanke. Aber die Kühlung kannst du dann an dem Verlängerungsstück vergessen, somit auch die Spitzenleistung, oder?",2022-06-02T11:45:26,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Soweit ich weiß werden die Tesla Kabel nicht gekühlt.


Die meisten Fremdmarken haben sowieso eine geringere maximale Ladeleistung als Tesla. Und wem das zu langsam ist, kann ja auch Ionity wählen.",2022-06-02T12:59:10,1,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,V3 werden flüssig gekühlt,2022-06-02T13:02:19,1,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Wie wäre es denn, wenn Tesla einfach die Kabel an den SC 2m länger macht ? Wenigstens an jedem Zweiten Charger",2022-06-02T06:07:05,1,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Ich glaube, das Problem wird man durch ""Masse"" (an Ladepunkten) erledigen. Mit steigenden stabilen Ladeleistungen und Leistungsleitung ist punktueller Leerstand kein Problem.",2022-06-02T08:32:52,2,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Man benötigt 50 Ladepunkte, baut aber 100 um 50 Leerstand zu haben? Sehr effektiv. Toller Umweltschutz bei der doppelten Bodenversiegelung.
Man sollte etwas weiter denken.",2022-06-02T08:37:45,0,1
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Keine Sorge. Wenn man nur ein bisschen nachdenkt kommt man auf kreativere Lösungen...


Ügrigens: Wenn es keine Verbrenner mehr gibt, kann jeder Parkplatz mit einer Ladesäule ausgestattet werden.",2022-06-02T13:02:31,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Warum muss darauf warten dass es keine Verbrenner mehr gibt?
Verbrenner wird es noch mindestens 1 Jahre geben,  nicht Verkauf sondern Bestand",2022-06-02T13:04:26,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,1 Jahr? Ist ja nicht lange;-),2022-06-02T13:57:02,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Sorry, meinte 15 Jahre, Fahrzeugbestand, nicht Produktion",2022-06-03T10:09:06,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Nebenbei, warum müssen sich die Fahrzeuge überhaupt dahin quetschen. Ich dachte Supercharger wären zu teurer und niemand würde sie brauchen (haben sie doch auch versucht zu erklären). Sieht mal ganz anders aus.",2022-06-02T11:14:58,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Erstmal ist die Zahl sicher ganz weit daneben. Nasenlader z.B. können auch Lücken beliebig auffüllen.
Viele Lademöglichkeiten entstehen auch auf Flächen, diese sowieso schon versiegelt sind.
Außerdem ist es auch nicht nachhaltig, wenn man für wenige Ladepunkte, die man für wenige Stunden im Jahr braucht, für ALLE Ladepunkte mehr Material (Kabel) und dauerhaft höhere Verluste mitschleift.",2022-06-02T10:53:00,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Kennst du einen Suc der auf einer bereits versiegelten Fläche gebaut wurde? 
Wo wird wohl mehr Material verbraucht, wenn die Kabel länger sind oder wenn ich zusätzliche Lader aufstelle weil ich davon ausgehe dass durch Fremdlader x% blockiert werden?",2022-06-02T11:00:39,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Es ist deutlich schwieriger welche zu nennen, wo neue Fläche versiegelt wurde? Ein paar Beispiele, die mir einfallen: Reinfeld -> Parkplatz eines Bäckers, Hamburg Stillhorn -> Hotel, Kaltenkirchen -> Möbelhandel, Troisdorf -> Restaurant/Golfplatz, Motten -> Restaurant, alle neuen Standorte an Globus-Märkten. Liste lässt sich lange weiterführen. Alles vorher schon da und bereits versiegelt.
Nennen sie mir mal genauso viele, die frisch versiegelt wurden.

Statt z.B. 40 Ladepunkte mit 2 Metern mehr auszustatten hat man mit 1-2 zusätzlichen Ladepunkten weniger Kabel verbraucht. Verluste kommen noch dazu.",2022-06-02T12:20:32,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,1m würde schon reichen,2022-06-02T11:20:00,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Wäre nicht DAU-sicher. Wenn dann jemand trotzdem das kurze Kabel nimmt und wieder 2 Plätze blockiert, wäre die Verärgerung noch größer.",2022-06-02T07:15:59,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Das wäre halt wieder durch den erhöhten Kabelwiderstand mit Effizienzverlusten verbunden.
Aber ja, wäre eine Möglichkeit.",2022-06-02T06:15:12,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Naja, der höhere Widerstand ist messbar aber in der Realität zu vernachlässigen.",2022-06-02T08:29:28,1,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Naja, bei einem derart hohen Strom ist die Verlustleistung anscheinend so relevant das gekühlt werden muss. Wärme in der Menge ist dann einiges an Energie. Doppelte länge (grob geschätzt) ergibt doppelte Verlustleistung. Das führt zu einer höheren Kühlleistung. Das auf die Anzahl der Ladepunkte gerechnet kann dann schon sehr Relevant werden (zumindest in meiner kleinen Welt). Ist nicht als Kritik zu verstehen, nur mein Denkansatz bei der Kabellänge.",2022-06-02T10:36:57,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Du hast schon recht, bei der hohen Ladeleistung ist ein Verlust vorhanden. Aber 200KW werden nur kurz geladen, meist sind es eh nur 130KW. Bei einer Ladung von 50KWh fallen vielleicht 0,5-1KW zusätzlicher Verlust an (geschätzt). Das wären 20-40 Cent je Ladung. Ist auf jeden fall besser wie MichaelEVs Vorschlag einfach die Ladepunkte verdoppeln und die Hälfte leer lassen. Überleg mal wieviel Boden da wieder zubetoniert (geteert) wird. Umweltschutz ist was anderes",2022-06-02T10:56:21,1,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Die doppelte Anzahl zu platzieren wäre am Ende eine verdoppelung der Investitionskosten bei gleichem Umsatz. Das wäre der Horror, natürlich auch vom ökonomischen Gesichtspunkt.
Eine Utopie wäre es die Ladeports am KFZ immer an der selben Stelle zu platzieren, aber das wäre auch zu einfach. Das will doch niemand.",2022-06-02T11:40:53,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Dann aber bitte in Ländern mit Rechtsverkehr auf der rechten Seite, so dass am Straßenrand geladen werden kann 👍",2022-06-02T18:26:33,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Die doppelte Anzahl zieht sich Pumuckl aus der Nase, mit ein bisschen Ladeetiquette (die sich sogar technisch erzwingen lässt) sind es 1 vielleicht 2 Ladepunkte pro Standort.
Mit den Investitionskosten stimmt nicht. Der Ladepunkt kostet kaum etwas, die Investition steckt im Power Cabinet. Und die Leistung des leeren Ladepunktes verteilt sich auf andere Ladepunkte.

Bei Ionity mit dem Raststättenprinzip, wo zwei Seiten getrennt versorgt werden müssen, könnten z.B. auch 2x 6 Ladepunkte durch 8 oder max. 10 von beiden Richtungen aus erreichbare Ladepunkte ersetzt werden. Hier interessiert Flächenversiedlung oder Investitionskosten seltsamerweise nicht die Bohne. Kurios.",2022-06-02T12:36:19,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Das einfachste für die Zukunft wäre eine EU weite Pflicht für eine Steckdose vorn ('Nasenlader') bei allen neuen Modellen auf dem Markt. Das würde auch den Bullshit mit der Platzierung vor der Fahrertür erledigen. Ich frage mich jedesmal wieder wenn ich Fahrzeuge auf der Strasse laden sehe, deren Stecker in den Verkehr ragen, wer sich diesen Unsinn ausgedacht hat.



Aber auf die sinnvollsten Lösungen muß man mindestens solange warten wie auf den CCS Standard.",2022-06-02T12:55:14,0,0
Kreatives Parken verkürzt Warten am Tesla-Supercharger > teslamag.de,"Wenn ich schon dort stehe, mache ich kein Foto davon. Das kann teuer werden wenn der Grundstückseigentümer eine  Anzeige wegen Flurschaden macht.",2022-06-02T09:41:13,0,1
